Код,Группа,Наименование,Стоимость услуги,Наименование лаборатории,Дата
010005,Возбудители респираторных инфекций,"Хламидия (ДНК Chlamydia trachomatis (ДНК C. trachomatis), качественное определение ДНК",360 р.,CMD,17.12.2023
041408,Возбудители респираторных инфекций,"Антитела IgM к Chlamydophila pneumoniae ( Anti-Chlamydophila pneumoniae IgM, хламидия), качественное определение",670 р.,CMD,17.12.2023
041404,Возбудители респираторных инфекций,"Антитела IgA к Chlamydophila pneumoniae (Anti-Chlamydophila pneumoniae IgA, хламидия), качественное определение",670 р.,CMD,17.12.2023
041403,Возбудители респираторных инфекций,"Антитела IgG к Chlamydophila pneumoniae (Anti-Chlamydophila pneumoniae IgG, хламидия), качественное определение",670 р.,CMD,17.12.2023
020301,Возбудители респираторных инфекций,"Пневмоциста (Pneumocystis jirovecii (carinii), пневмоциста карини), качественное определение ДНК",490 р.,CMD,17.12.2023
050701,Возбудители респираторных инфекций,"Возбудитель дифтерии (Сorynebacterium diphtheriae), полуколичественное определение антител",785 р.,CMD,17.12.2023
050001,Возбудители респираторных инфекций,"Возбудители коклюша и паракоклюша (Bordetella pertussis и Bordetella parapertussis), полуколичественное определение антител",850 р.,CMD,17.12.2023
043303,Возбудители респираторных инфекций,"Возбудитель коклюша (Bordetella pertussis), качественное определение антител класса IgA",950 р.,CMD,17.12.2023
043302,Возбудители респираторных инфекций,"Возбудитель коклюша (Bordetella pertussis), качественное определение антител класса IgM",950 р.,CMD,17.12.2023
043301,Возбудители респираторных инфекций,"Возбудитель коклюша (Bordetella pertussis), количественное определение антител класса IgG",950 р.,CMD,17.12.2023
011603,Возбудители респираторных инфекций,"Возбудители коклюша/паракоклюша (Bordetella pertussis / parapertussis / bronchiseptica), качественное определение ДНК",1 170 р.,CMD,17.12.2023
050101,Возбудители респираторных инфекций,"Возбудитель менингококковой инфекции (Neisseria meningitidis), полуколичественное определение антител",990 р.,CMD,17.12.2023
010605,Возбудители респираторных инфекций,"ДНК Mycobacterium tuberculosis complex, качественное определение",490 р.,CMD,17.12.2023
032002,Возбудители респираторных инфекций,"Парвовирус В19 (Parvovirus B19), количественное определение ДНК",715 р.,CMD,17.12.2023
032001,Возбудители респираторных инфекций,"Парвовирус В19 (Parvovirus B19), качественное определение ДНК",715 р.,CMD,17.12.2023
031802,Возбудители респираторных инфекций,"Аденовирус (Adenovirus), качественное определение ДНК",585 р.,CMD,17.12.2023
032302,Возбудители респираторных инфекций,"Респираторно-синцитиальный вирус (Respiratory syncytial virus), качественное определение РНК",1 265 р.,CMD,17.12.2023
031904,Возбудители респираторных инфекций,"Вирусы гриппа А, A/H1N1pdm2009, В (Iv-Influenza virus, «свиной грипп»), качественное определение РНК",1 780 р.,CMD,17.12.2023
